gene_name,em0-2hr,em2-4hr,em4-6hr,em6-8hr,em8-10hr,em10-12hr,em12-14hr,em14-16hr,em16-18hr,em18-20hr,em20-22hr,em22-24hr
ATbp,5.80E+00,4.60E+00,3.91E+00,3.63E+00,3.77E+00,3.75E+00,2.64E+00,1.94E+00,1.41E+00,1.36E+00,1.33E+00,1.40E+00
Aac11,1.31E+01,4.08E+01,7.82E+01,7.03E+01,5.84E+01,3.57E+01,4.02E+01,2.06E+01,1.95E+01,1.27E+01,1.32E+01,1.49E+01
Aats-ala,4.52E+01,9.89E+00,1.67E+01,2.25E+01,2.69E+01,4.62E+01,3.53E+01,3.80E+01,2.29E+01,1.09E+01,8.31E+00,7.87E+00
Aats-ala-m,7.08E+00,1.56E+00,1.29E+00,1.43E+00,2.12E+00,3.17E+00,2.96E+00,3.00E+00,2.88E+00,2.45E+00,2.48E+00,2.95E+00
Aats-arg,1.88E+01,4.42E+00,1.34E+01,1.56E+01,1.65E+01,1.89E+01,2.11E+01,1.08E+01,1.06E+01,7.33E+00,1.08E+01,1.15E+01
Aats-asn,5.45E+01,2.39E+01,1.52E+01,1.98E+01,2.56E+01,5.05E+01,3.29E+01,3.42E+01,2.53E+01,2.08E+01,1.96E+01,1.83E+01
Aats-asp,2.49E+01,9.55E+00,1.43E+01,1.94E+01,2.33E+01,3.09E+01,2.83E+01,2.39E+01,2.15E+01,1.84E+01,1.40E+01,1.75E+01
Aats-cys,1.55E+01,2.42E+00,3.80E+00,5.36E+00,5.84E+00,7.43E+00,6.55E+00,6.14E+00,5.59E+00,4.28E+00,4.92E+00,4.87E+00
Aats-gln,4.04E+01,1.69E+01,1.31E+01,1.22E+01,1.16E+01,1.72E+01,1.17E+01,1.10E+01,9.22E+00,8.47E+00,7.20E+00,6.90E+00
Aats-glupro,1.98E+01,6.73E+00,1.57E+01,1.74E+01,1.87E+01,2.27E+01,3.05E+01,2.33E+01,1.46E+01,8.23E+00,7.08E+00,7.38E+00
Aats-gly,3.56E+01,7.58E+00,1.17E+01,3.05E+01,3.52E+01,4.41E+01,3.82E+01,3.44E+01,2.50E+01,1.71E+01,1.08E+01,1.03E+01
Aats-his,2.41E+01,1.50E+01,4.75E+00,4.18E+00,6.85E+00,1.29E+01,7.11E+00,9.08E+00,7.73E+00,7.86E+00,9.76E+00,8.07E+00
Aats-ile,3.04E+01,4.45E+01,2.50E+01,1.87E+01,2.43E+01,2.01E+01,2.84E+01,1.92E+01,1.76E+01,9.45E+00,1.53E+01,1.96E+01
Aats-leu,1.16E+01,4.56E+00,6.48E+00,6.03E+00,7.20E+00,9.76E+00,8.00E+00,7.03E+00,6.38E+00,5.34E+00,4.12E+00,4.26E+00
Aats-lys,7.20E+01,6.56E+01,2.53E+01,2.46E+01,3.94E+01,5.16E+01,4.01E+01,4.05E+01,2.55E+01,2.07E+01,2.01E+01,1.72E+01
Aats-met,2.63E+00,3.96E+00,2.02E+00,9.10E-01,1.09E+00,1.41E+00,1.09E+00,1.71E+00,1.43E+00,1.01E+00,9.93E-01,7.63E-01
Aats-phe,1.23E+01,6.43E+00,1.10E+01,1.63E+01,2.11E+01,4.73E+01,3.08E+01,2.47E+01,2.28E+01,2.76E+01,2.02E+01,1.96E+01
Aats-pro,3.57E+00,4.55E+00,3.39E+00,2.74E+00,2.98E+00,4.26E+00,3.53E+00,3.02E+00,2.92E+00,2.51E+00,1.93E+00,1.97E+00
Aats-ser,1.22E+01,1.88E+00,4.95E-01,9.81E-01,1.31E+00,5.00E+00,5.49E+00,7.79E+00,6.82E+00,4.76E+00,2.94E+00,3.27E+00
Aats-thr,5.23E+01,5.99E+01,3.53E+01,3.43E+01,3.91E+01,4.73E+01,3.35E+01,3.67E+01,3.25E+01,2.70E+01,2.15E+01,2.25E+01
Aats-trp,1.24E+01,3.31E+00,8.41E+00,1.04E+01,1.11E+01,1.40E+01,1.10E+01,8.46E+00,7.19E+00,5.36E+00,5.93E+00,5.95E+00
Aats-tyr,3.90E+01,5.37E+01,6.12E+01,3.90E+01,4.62E+01,4.92E+01,3.56E+01,3.37E+01,3.03E+01,3.23E+01,3.34E+01,3.25E+01
Aats-val,2.67E+01,1.56E+01,1.13E+01,1.38E+01,1.41E+01,1.69E+01,1.72E+01,1.85E+01,1.12E+01,9.64E+00,9.16E+00,7.79E+00
Abd-B,1.91E-02,2.64E-01,1.19E+00,1.53E+00,1.54E+00,9.20E-01,1.27E+00,7.58E-01,7.14E-01,8.04E-01,4.60E-01,5.37E-01
Abi,2.44E+01,2.54E+01,2.80E+01,3.69E+01,3.36E+01,3.19E+01,2.92E+01,2.14E+01,1.70E+01,1.56E+01,9.54E+00,1.05E+01
Abl,6.08E+00,6.45E+00,2.18E+00,3.26E+00,4.32E+00,5.26E+00,5.45E+00,5.23E+00,3.39E+00,2.40E+00,4.01E+00,3.19E+00
Ac13E,2.35E-01,2.85E-01,3.43E-01,3.51E-01,4.09E-01,4.29E-01,5.95E-01,6.79E-01,7.19E-01,8.57E-01,8.87E-01,9.79E-01
Ac3,2.19E-02,2.47E-01,6.33E-01,6.55E-01,6.14E-01,4.86E-01,7.84E-01,5.88E-01,1.03E+00,1.04E+00,1.02E+00,1.53E+00
Ac76E,3.14E-03,2.65E-03,1.71E-03,4.61E-03,1.18E-02,3.35E-02,6.42E-02,2.48E-01,1.06E+00,1.95E+00,2.44E+00,2.50E+00
Ac78C,1.43E-01,2.36E+00,2.96E-01,1.91E-01,1.65E-01,9.00E-02,2.03E-01,2.75E-01,4.43E-01,6.43E-01,7.88E-01,9.32E-01
AcCoAS,7.62E+00,1.68E+00,1.14E+00,1.14E+00,1.46E+00,3.08E+00,2.83E+00,3.14E+00,4.10E+00,1.39E+01,3.61E+01,4.81E+01
Ace,2.41E-03,3.45E-03,5.12E-03,2.14E-02,2.97E-02,1.01E-01,2.82E-01,5.64E-01,1.15E+00,1.30E+00,1.37E+00,2.00E+00
Acer,1.24E+01,3.04E+01,4.27E+01,3.21E+01,2.32E+01,3.07E+01,4.98E+01,4.65E+01,2.09E+01,1.31E+01,6.52E+00,8.53E+00
Acf1,3.48E+01,2.23E+01,3.83E+01,3.18E+01,2.27E+01,1.14E+01,1.06E+01,6.45E+00,5.29E+00,3.67E+00,6.08E+00,7.37E+00
Ack,1.23E+01,1.39E+01,1.19E+01,7.47E+00,5.30E+00,5.10E+00,3.13E+00,3.34E+00,4.02E+00,3.64E+00,2.73E+00,2.80E+00
Acn,2.86E+01,5.33E+01,7.36E+01,6.56E+01,5.06E+01,3.30E+01,3.22E+01,2.34E+01,1.90E+01,1.34E+01,1.69E+01,1.55E+01
Acon,6.13E+01,6.20E+01,3.55E+01,3.46E+01,3.77E+01,5.53E+01,6.45E+01,9.89E+01,1.05E+02,1.29E+02,1.46E+02,1.37E+02
Acox57D-d,1.04E+01,3.15E+00,7.49E+00,5.80E+00,4.82E+00,4.34E+00,7.94E+00,3.03E+00,3.57E+00,2.45E+00,3.50E+00,5.50E+00
Acox57D-p,1.35E+01,2.95E+00,1.62E+00,1.61E+00,1.38E+00,2.89E+00,4.41E+00,5.25E+00,5.64E+00,3.87E+00,5.17E+00,6.85E+00
Acp1,8.00E-03,7.59E-02,1.07E-02,2.11E-01,2.35E-01,1.09E+00,1.79E+00,1.72E+00,1.59E+00,1.51E+00,4.97E-01,6.30E-01
Acp24A4,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.44E-02,1.73E-02,0.00E+00,0.00E+00,7.68E-03,1.04E-02,1.31E-02,2.35E-02
Acp26Aa,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.22E-04,0.00E+00
Acp26Ab,0.00E+00,0.00E+00,1.89E-02,2.77E-02,1.61E-02,1.32E-02,1.03E-02,0.00E+00,0.00E+00,1.26E-02,3.49E-02,0.00E+00
Acp29AB,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
Acp32CD,0.00E+00,0.00E+00,1.57E-02,1.13E-01,2.27E-01,1.45E-01,1.80E-01,4.28E-01,2.05E-01,3.27E-01,1.62E-01,2.36E-01
Acp36DE,0.00E+00,1.48E-02,5.26E-02,9.14E-02,1.25E-01,5.59E-02,1.79E-01,1.03E-01,5.45E-02,2.55E-02,1.30E-02,1.39E-02
Acp53C14a,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.69E-02,0.00E+00,5.54E-02,2.10E-02
Acp53C14b,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.75E-02,9.08E-02,1.02E-02,0.00E+00,0.00E+00,7.39E-02,3.45E-02,4.26E-02
Acp53C14c,1.06E-02,0.00E+00,1.41E-02,3.10E-02,2.39E-02,1.96E-02,6.14E-02,1.06E-02,5.88E-03,5.59E-02,2.58E-02,5.26E-02
Acp53Ea,0.00E+00,0.00E+00,0.00E+00,1.44E-02,1.70E-02,4.18E-02,0.00E+00,0.00E+00,1.37E-02,1.85E-02,5.53E-02,1.32E-02
Acp54A1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.95E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
Acp62F,0.00E+00,3.58E-02,1.73E-02,0.00E+00,4.83E-02,0.00E+00,5.80E-02,4.42E-02,3.89E-02,1.41E-02,0.00E+00,1.40E-02
Acp63F,0.00E+00,4.95E-02,4.81E-02,1.17E-01,3.96E-02,1.57E-01,1.67E-01,3.76E-02,6.55E-02,5.66E-02,1.98E-02,1.08E-01
Acp65Aa,1.10E-02,0.00E+00,0.00E+00,1.09E-02,1.14E-01,3.11E-02,4.86E-02,2.57E-01,4.04E+00,1.11E+01,2.58E+00,2.79E+00
Acp70A,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
Acp76A,0.00E+00,0.00E+00,1.18E-02,5.76E-03,6.68E-03,1.64E-02,8.58E-03,1.18E-02,0.00E+00,0.00E+00,0.00E+00,5.19E-03
Acp95EF,2.66E-02,1.03E+00,4.19E+00,2.74E+00,2.77E+00,2.03E+00,2.16E+00,1.83E-01,5.55E-01,2.39E-01,2.69E-01,3.23E-01
Acp98AB,0.00E+00,1.44E-01,5.55E-02,7.03E-02,2.45E-01,0.00E+00,5.40E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.08E-02
Acph-1,2.80E+01,1.94E+01,6.91E+00,4.97E+00,1.03E+01,1.18E+01,1.41E+01,1.19E+01,1.79E+01,1.38E+01,1.49E+01,1.64E+01
Acsl,7.48E+00,1.08E+00,1.36E+00,3.12E+00,4.95E+00,7.52E+00,9.78E+00,9.76E+00,1.22E+01,1.19E+01,1.10E+01,1.36E+01
Act42A,9.21E+01,1.58E+02,2.28E+02,3.25E+02,3.79E+02,3.83E+02,3.16E+02,2.12E+02,1.40E+02,1.15E+02,8.53E+01,8.50E+01
Act57B,1.22E+01,1.29E+01,1.62E+01,1.05E+02,2.60E+02,3.67E+02,3.56E+02,5.06E+02,4.63E+02,4.59E+02,6.29E+02,4.54E+02
Act5C,3.11E+02,3.63E+02,2.35E+02,3.24E+02,3.75E+02,3.11E+02,2.52E+02,2.86E+02,2.83E+02,2.74E+02,3.86E+02,2.86E+02
Act79B,7.67E-02,6.85E-02,1.74E-01,1.18E-01,3.38E-01,4.70E-01,6.00E-01,1.79E+00,1.87E+00,2.70E+00,9.33E-01,1.33E+00
Act87E,3.33E+00,8.42E+00,2.83E+01,5.55E+01,8.38E+01,5.44E+01,3.76E+01,2.64E+02,4.56E+02,4.43E+02,2.85E+02,2.86E+02
Act88F,3.09E-02,5.41E-02,1.56E-01,7.38E-02,1.95E-01,1.24E-01,1.48E-01,3.02E-01,6.50E-01,4.46E-01,2.08E-01,3.64E-01
Actbeta,1.52E-02,2.63E-02,4.15E-02,8.65E-02,1.55E-01,3.60E-01,9.59E-01,5.05E-01,1.15E+00,8.86E-01,9.72E-01,1.51E+00
Actn,1.61E+01,7.78E+00,7.94E+00,6.85E+00,5.97E+00,1.11E+01,1.65E+01,3.53E+01,4.21E+01,6.75E+01,5.02E+01,4.45E+01
Actn3,0.00E+00,8.98E-03,1.07E-02,2.33E-02,0.00E+00,3.71E-03,5.81E-03,4.01E-03,1.01E-02,0.00E+00,0.00E+00,0.00E+00
Actr13E,2.72E+01,4.50E+01,4.98E+01,4.35E+01,3.77E+01,3.35E+01,2.33E+01,2.24E+01,1.50E+01,1.03E+01,1.02E+01,1.10E+01
Acyp,0.00E+00,1.12E-01,1.43E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
Acyp2,3.83E+00,4.99E+00,7.22E+00,6.08E+00,7.68E+00,9.47E+00,9.05E+00,3.30E+00,5.76E+00,3.86E+00,3.87E+00,5.84E+00
Ada,6.03E+00,1.14E+01,1.35E+01,1.02E+01,7.81E+00,5.88E+00,5.46E+00,3.65E+00,2.70E+00,1.49E+00,1.33E+00,1.77E+00
Ada1-1,9.24E+00,1.35E+01,1.30E+01,9.94E+00,9.19E+00,1.02E+01,6.06E+00,5.13E+00,4.80E+00,3.68E+00,6.25E+00,4.81E+00
Ada1-2,8.08E+00,1.07E+01,1.16E+01,9.25E+00,7.95E+00,9.18E+00,5.38E+00,4.75E+00,4.25E+00,3.65E+00,4.39E+00,4.41E+00
Ada2a,6.02E+00,8.85E+00,1.21E+01,1.40E+01,1.37E+01,1.24E+01,1.06E+01,7.10E+00,6.54E+00,5.98E+00,4.87E+00,5.66E+00
Ada2b,4.22E+01,2.47E+01,1.81E+01,1.47E+01,1.44E+01,1.11E+01,9.83E+00,8.26E+00,6.57E+00,4.95E+00,6.86E+00,6.35E+00
Adam,2.02E+01,9.54E+00,2.66E+01,2.76E+01,2.76E+01,2.71E+01,3.19E+01,2.23E+01,2.73E+01,2.40E+01,2.64E+01,3.08E+01
Adar,1.93E+00,2.01E+00,3.51E+00,2.98E+00,4.02E+00,3.35E+00,4.93E+00,1.97E+00,2.42E+00,1.42E+00,1.31E+00,2.14E+00
Adf1,7.83E+00,1.04E+01,1.47E+01,1.70E+01,1.12E+01,1.13E+01,1.02E+01,7.77E+00,5.47E+00,4.44E+00,2.42E+00,2.75E+00
Adgf-A,2.49E-01,8.63E-01,9.10E-01,4.49E+00,8.49E+00,1.24E+01,1.17E+01,3.90E+00,2.62E+00,2.27E+00,2.61E+00,2.91E+00
Adgf-A/Msi,2.49E-01,8.63E-01,9.10E-01,4.49E+00,8.49E+00,1.24E+01,1.17E+01,3.90E+00,2.62E+00,2.27E+00,2.61E+00,2.91E+00
Adgf-B,0.00E+00,0.00E+00,5.63E-03,1.24E-02,2.38E-02,7.86E-03,6.31E-03,2.51E-02,1.14E-02,4.58E-02,7.56E-04,1.30E-02
Adgf-C,6.27E-03,1.02E-01,1.04E-01,3.66E-02,7.11E-03,2.91E-02,1.14E-02,2.51E-02,5.37E-02,6.87E-01,1.66E+00,1.77E+00
Adgf-D,2.56E-02,2.08E-01,2.08E-01,9.11E-02,4.01E-02,1.15E-01,1.15E-01,2.97E-01,7.40E-01,5.15E+00,4.65E+00,5.47E+00
Adgf-E,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.37E-03,7.17E-03,0.00E+00,3.87E-03,0.00E+00,0.00E+00,4.77E-03,0.00E+00
Adh,3.79E+01,1.51E+00,9.22E-01,9.86E-01,1.44E+00,2.37E+00,4.97E+00,2.27E+01,3.73E+01,9.38E+01,1.70E+02,1.77E+02
Adhr,3.87E+01,1.54E+00,9.41E-01,1.00E+00,1.47E+00,2.42E+00,5.06E+00,2.32E+01,3.81E+01,9.57E+01,1.74E+02,1.81E+02
Adk1,1.49E+00,1.48E+00,1.18E+00,1.02E+00,1.20E+00,1.70E+00,1.53E+00,1.69E+00,3.05E+00,1.07E+01,4.10E+01,3.76E+01
Adk2,4.25E+01,3.13E+01,5.11E+01,5.24E+01,5.38E+01,5.86E+01,4.32E+01,3.12E+01,4.09E+01,6.93E+01,9.99E+01,9.53E+01
Adk3,1.50E+00,8.17E-01,9.38E-01,2.38E+00,3.11E+00,7.25E+00,6.42E+00,2.54E+00,2.31E+00,5.69E+00,2.05E+01,2.54E+01
AdoR,0.00E+00,5.27E-03,5.58E-03,1.13E-02,1.48E-02,1.70E-02,3.11E-02,8.09E-02,1.09E-01,2.53E-01,4.39E-01,4.30E-01
Ady43A,6.75E+00,6.62E-01,7.50E-02,1.33E-01,3.70E-01,2.17E+00,1.95E+00,3.21E+00,3.00E+00,4.38E+00,3.99E+00,3.53E+00
Aef1,2.80E+01,1.72E+01,6.58E+00,5.79E+00,9.08E+00,1.04E+01,1.35E+01,1.38E+01,1.15E+01,8.69E+00,8.62E+00,8.90E+00
Afti,8.46E+00,4.49E+00,5.59E+00,4.96E+00,4.41E+00,2.90E+00,4.57E+00,3.48E+00,4.19E+00,4.74E+00,4.09E+00,4.84E+00
Ag5r,2.68E-02,3.01E-02,8.08E-02,9.86E-02,1.75E-01,3.88E-01,2.82E-01,1.01E+00,3.58E+00,2.40E+01,7.99E+01,9.75E+01
Ag5r2,8.10E-02,1.52E-02,2.70E-02,3.43E-01,1.61E-01,7.99E-01,1.16E+00,5.11E+00,5.23E+00,1.49E+01,5.55E+01,6.35E+01
Ahcy13,1.10E+02,1.02E+01,1.54E+01,3.73E+01,4.73E+01,7.83E+01,5.07E+01,5.63E+01,3.70E+01,3.37E+01,4.60E+01,3.89E+01
Ahcy89E,8.31E-02,1.12E+00,6.36E+00,7.78E+00,7.72E+00,5.41E+00,2.98E+00,1.81E+00,4.55E+00,1.01E+01,1.07E+01,1.17E+01
Ak6,3.68E+00,2.31E+00,5.31E+00,7.30E+00,6.97E+00,5.91E+00,7.88E+00,1.26E+00,1.73E+00,1.57E+00,3.28E+00,3.75E+00
Akap200,2.13E+01,4.31E+01,4.67E+01,5.52E+01,5.09E+01,4.06E+01,4.31E+01,1.98E+01,1.46E+01,9.81E+00,1.51E+01,1.26E+01
Akh,1.25E-02,1.42E-01,1.72E-01,1.94E-01,2.59E-01,4.49E-01,4.86E-01,3.55E-01,1.55E+00,3.83E+00,4.45E+00,7.45E+00
Akt1,1.35E+01,8.91E+00,1.45E+01,1.49E+01,1.32E+01,1.54E+01,1.41E+01,7.82E+00,6.77E+00,5.99E+00,5.08E+00,6.49E+00
AlCR2,2.13E-03,3.01E-02,5.50E-02,3.28E-02,3.08E-02,5.34E-02,1.33E-01,1.92E-01,3.90E-01,5.28E-01,6.82E-01,8.12E-01
Alas,1.27E+01,3.18E+00,6.94E+00,8.70E+00,8.41E+00,1.39E+01,1.21E+01,2.28E+01,2.06E+01,2.22E+01,1.84E+01,2.36E+01
Ald,1.47E+01,1.87E+01,1.75E+01,9.90E+00,1.60E+01,3.14E+01,4.14E+01,9.04E+01,9.85E+01,1.04E+02,1.17E+02,1.16E+02
Aldh,3.59E+01,1.05E+00,8.25E-01,8.24E-01,1.11E+00,1.61E+00,2.02E+00,1.16E+01,3.95E+01,8.09E+01,8.84E+01,1.30E+02
Aldh-III,5.58E+00,1.88E+01,1.16E+01,7.41E+00,7.48E+00,7.71E+00,1.19E+01,1.07E+01,1.08E+01,1.09E+01,9.73E+00,1.18E+01
Alg-2,4.00E+00,3.82E+00,3.84E+00,2.68E+00,3.82E+00,4.86E+00,6.14E+00,1.75E+00,3.50E+00,2.19E+00,2.47E+00,4.46E+00
Alg10,1.38E+01,5.70E-01,8.81E-01,2.47E+00,4.51E+00,5.87E+00,4.05E+00,3.68E+00,3.21E+00,2.07E+00,1.02E+00,9.92E-01
Alh,5.86E+00,5.09E+00,4.26E+00,6.67E+00,6.88E+00,8.32E+00,1.01E+01,1.40E+01,1.44E+01,1.69E+01,1.15E+01,1.03E+01
Alk,3.24E-02,5.54E-01,3.12E+00,1.70E+00,6.97E-01,4.44E-01,3.75E-01,6.81E-01,1.38E+00,2.15E+00,2.70E+00,3.31E+00
AlkB,5.04E+00,7.10E+00,6.20E+00,3.26E+00,5.01E+00,4.48E+00,4.71E+00,1.63E+00,2.27E+00,1.09E+00,1.92E+00,2.82E+00
Alr,1.55E+01,5.16E+00,3.88E+00,4.78E+00,4.10E+00,4.45E+00,4.50E+00,4.65E+00,6.66E+00,9.97E+00,8.93E+00,9.55E+00
AlstR,8.23E-04,6.97E-03,6.82E-02,1.53E-01,6.31E-02,1.96E-02,2.36E-02,1.71E-02,2.72E-02,3.77E-02,4.11E-02,5.53E-02
Ama,5.71E+00,8.33E+01,2.40E+02,3.37E+02,2.53E+02,1.74E+02,9.78E+01,3.74E+01,1.02E+01,6.71E+00,2.81E+00,3.81E+00
Amph,2.24E+00,5.05E-01,6.35E-01,7.20E-01,1.04E+00,2.45E+00,4.82E+00,8.38E+00,9.32E+00,1.18E+01,9.06E+00,1.06E+01
Amun,6.67E+01,1.31E+02,1.16E+02,9.42E+01,7.48E+01,6.59E+01,4.96E+01,4.52E+01,3.12E+01,2.08E+01,4.02E+01,3.06E+01
Amy-d,3.28E-02,6.88E-02,7.22E-02,4.42E-01,7.19E-01,6.48E-01,3.19E-01,3.68E-01,2.63E-01,1.37E+00,1.77E+01,1.04E+01
Amy-p,1.14E-01,7.49E-02,2.20E-01,9.03E-01,1.63E+00,1.71E+00,9.41E-01,8.96E-01,5.62E-01,3.39E+00,5.38E+01,3.08E+01
Amyrel,9.50E-03,3.80E-03,6.46E-02,3.95E-02,5.03E-03,2.47E-02,3.61E-02,2.93E-02,9.38E-02,1.29E-01,3.04E-01,4.67E-01
Ance,1.19E+00,1.28E+01,5.42E+01,9.12E+01,9.28E+01,1.12E+02,7.08E+01,4.80E+01,2.89E+01,3.31E+01,3.86E+01,4.34E+01
Ance-2,4.95E-02,1.56E+00,1.64E+00,3.94E-01,1.80E-01,1.54E-01,2.26E-01,4.10E-01,4.14E-01,6.27E-01,3.16E-01,4.10E-01
Ance-3,8.09E-02,1.06E-01,2.43E-01,5.84E-02,1.85E-01,2.06E-01,2.64E-01,5.05E+00,3.63E+01,4.74E+01,2.30E+01,1.88E+01
Ance-4,1.57E-02,6.37E-02,1.14E-01,7.20E-01,2.01E+00,3.32E+00,1.69E+00,7.06E-01,1.28E+00,6.02E+00,1.23E+01,9.92E+00
Ance-5,5.95E-02,5.19E-02,1.00E-01,2.04E-01,4.53E-01,2.52E+00,3.22E+00,1.01E+01,2.10E+01,3.09E+01,1.79E+01,1.86E+01
And,0.00E+00,0.00E+00,0.00E+00,5.78E-03,2.68E-02,0.00E+00,8.60E-03,5.93E-03,2.66E-02,1.28E-02,7.21E-03,1.04E-02
Andorra,0.00E+00,0.00E+00,5.37E-03,7.88E-03,0.00E+00,1.50E-02,5.86E-02,1.96E-01,7.74E-02,2.05E-01,1.49E-01,1.04E-01
Ank,7.10E+00,1.08E+01,1.15E+01,8.36E+00,1.10E+01,7.61E+00,1.68E+01,6.90E+00,1.12E+01,7.97E+00,9.63E+00,1.42E+01
Ank2,1.61E-02,4.82E-02,5.78E-02,4.88E-01,1.47E+00,2.45E+00,4.53E+00,4.86E+00,4.94E+00,4.83E+00,3.31E+00,3.74E+00
AnnIX,1.36E+01,1.68E+01,1.18E+01,1.22E+01,1.68E+01,3.92E+01,4.72E+01,6.45E+01,4.14E+01,5.74E+01,6.99E+01,6.99E+01
AnnX,1.65E+01,2.57E+00,6.64E-01,3.53E-01,5.63E-01,7.39E-01,7.80E-01,2.21E+00,3.02E+00,3.61E+00,1.82E+00,1.51E+00
Anp,0.00E+00,2.50E-02,1.48E-02,0.00E+00,3.34E-02,0.00E+00,0.00E+00,0.00E+00,1.95E-02,5.61E-02,0.00E+00,0.00E+00
Ant2,9.98E+01,1.30E+02,8.93E+01,7.89E+01,8.25E+01,9.21E+01,7.90E+01,8.21E+01,9.42E+01,1.03E+02,1.49E+02,1.23E+02
Antp,1.40E-02,2.00E-01,6.91E-01,5.72E-01,5.75E-01,4.32E-01,6.03E-01,3.57E-01,3.42E-01,2.94E-01,1.62E-01,2.18E-01
Anxb11,4.63E+00,5.93E+00,8.66E+00,1.50E+01,1.89E+01,2.30E+01,2.06E+01,1.81E+01,1.94E+01,2.03E+01,1.47E+01,1.66E+01
Aos1,7.45E+01,8.66E+01,8.36E+01,5.11E+01,3.83E+01,2.83E+01,1.63E+01,9.15E+00,6.23E+00,4.71E+00,3.00E+00,4.09E+00
Apc,8.05E+00,3.57E+00,1.48E+00,2.35E+00,4.88E+00,5.50E+00,8.72E+00,9.05E+00,7.45E+00,6.39E+00,5.43E+00,5.67E+00
Apc10,1.18E+01,5.68E+00,1.33E+01,1.09E+01,8.54E+00,6.42E+00,4.40E+00,3.04E+00,2.13E+00,1.43E+00,1.11E+00,1.43E+00
Apc2,2.67E+01,3.31E+01,2.05E+01,1.59E+01,1.48E+01,1.02E+01,7.50E+00,5.85E+00,4.52E+00,2.66E+00,2.58E+00,3.84E+00
Apc7,3.99E+01,3.44E+00,8.47E-01,3.12E-01,4.26E-01,1.47E-01,1.59E-01,2.11E-01,7.52E-02,8.63E-02,4.97E-02,9.15E-02
ApepP,2.71E+01,4.29E+01,4.02E+01,7.10E+00,9.16E+00,7.46E+00,8.71E+00,8.80E+00,9.30E+00,7.84E+00,1.80E+01,1.91E+01
Apf,5.06E+00,9.47E+00,1.18E+01,8.56E+00,6.18E+00,6.43E+00,5.27E+00,2.94E+00,3.57E+00,2.73E+00,2.72E+00,2.97E+00
Aph-4,1.25E-02,1.26E-01,9.56E-02,1.73E-01,7.72E-01,8.27E-01,2.20E-01,1.62E-01,7.86E-01,3.67E+00,5.53E+00,4.40E+00
Aplip1,2.74E-02,6.18E-02,4.67E-02,4.47E-01,9.69E-01,5.21E+00,7.13E+00,8.95E+00,8.28E+00,8.11E+00,5.99E+00,6.93E+00
Appl,7.53E-02,7.43E-02,8.89E-02,2.12E-01,3.60E-01,7.76E-01,1.37E+00,1.63E+00,1.98E+00,2.07E+00,2.01E+00,2.36E+00
Aprt,1.06E+01,1.71E+01,2.32E+01,1.33E+01,9.05E+00,8.16E+00,9.39E+00,8.28E+00,9.14E+00,8.10E+00,1.46E+01,1.62E+01
Aps,4.49E+01,7.85E+01,6.38E+01,1.74E+01,2.54E+01,2.86E+01,3.11E+01,2.41E+01,2.23E+01,1.87E+01,2.25E+01,2.53E+01
Arc-p20,5.11E+01,9.03E+01,1.11E+02,8.59E+01,7.78E+01,1.03E+02,5.32E+01,6.72E+01,4.42E+01,4.13E+01,3.90E+01,3.06E+01
Arc-p34,3.00E+01,2.39E+01,2.21E+01,1.85E+01,1.85E+01,1.77E+01,1.91E+01,9.35E+00,8.67E+00,5.53E+00,6.79E+00,8.16E+00
Arc1,2.60E+01,3.03E+01,2.27E+01,1.79E+01,2.61E+01,2.34E+01,1.81E+01,1.79E+01,1.60E+01,1.67E+01,1.97E+01,1.75E+01
Arc2,6.61E+00,1.93E-01,2.12E-01,2.14E-01,2.06E-01,4.25E-01,4.65E-01,6.16E-01,9.83E-01,1.43E+00,1.30E+00,2.13E+00
Arc42,3.23E+01,9.47E+00,2.01E+01,1.47E+01,9.99E+00,8.76E+00,5.64E+00,6.97E+00,5.71E+00,6.54E+00,3.91E+00,3.26E+00
Arf102F,4.06E+01,5.52E+01,3.22E+01,2.76E+01,4.53E+01,6.25E+01,6.20E+01,1.47E+01,2.85E+01,1.72E+01,1.87E+01,2.76E+01
