gene_name,em0-2hr,em2-4hr,em4-6hr,em6-8hr,em8-10hr,em10-12hr,em12-14hr,em14-16hr,em16-18hr,em18-20hr,em20-22hr,em22-24hr
CG13526,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.54E-02,3.50E-02,1.05E-02,3.08E-02,3.35E-02,3.07E-02
CG13527,0.00E+00,1.47E-02,1.30E-02,0.00E+00,1.04E-02,0.00E+00,9.48E-03,1.96E-02,5.29E-02,4.62E-02,4.01E-02,5.74E-02
CG13531,6.80E+00,4.16E+00,4.95E+00,4.54E+00,4.53E+00,3.38E+00,4.89E+00,2.55E+00,2.69E+00,2.22E+00,1.45E+00,1.78E+00
CG13532,1.13E-02,2.03E-02,9.07E-03,2.21E-02,2.26E-02,1.94E-01,4.57E-01,1.45E+00,1.80E+00,2.08E+00,1.64E+00,1.75E+00
CG13538,0.00E+00,9.26E-02,6.19E-02,2.48E-02,5.72E-02,2.32E-02,3.55E-02,8.47E-03,3.80E-02,5.86E-02,4.13E-02,1.58E-01
CG13539,0.00E+00,1.62E-02,2.49E-02,1.01E-01,1.17E-01,1.54E-02,8.25E-02,1.13E-01,3.90E-02,3.06E-02,0.00E+00,5.33E-02
CG1354,4.37E+01,5.65E+01,6.98E+01,4.91E+01,5.04E+01,4.85E+01,4.08E+01,3.50E+01,2.48E+01,1.94E+01,1.35E+01,1.41E+01
CG13540,4.84E-01,2.30E-01,2.01E-01,1.08E-01,1.14E-01,5.87E-02,1.32E-01,0.00E+00,1.42E-02,5.56E-02,1.05E-01,1.03E-01
CG13541,0.00E+00,0.00E+00,2.43E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.45E-03,0.00E+00,6.42E-03
CG13544,0.00E+00,2.23E-02,3.32E-02,0.00E+00,5.65E-03,0.00E+00,3.63E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.39E-03
CG13545,2.35E-01,3.18E-02,8.39E-02,6.89E-02,2.18E-01,1.71E-01,3.05E-01,1.33E+00,5.52E+00,8.35E+01,2.94E+02,2.27E+02
CG13551,1.59E+01,2.37E+01,2.02E+01,8.76E+00,7.59E+00,1.11E+01,1.07E+01,1.64E+01,1.60E+01,1.75E+01,1.95E+01,1.85E+01
CG13557,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.65E-03,0.00E+00,6.94E-02,1.60E-02,3.34E-02,3.99E-02
CG13558,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.28E-02
CG13559,2.63E-02,1.97E-02,5.85E-03,2.40E-01,4.47E-01,1.50E+00,1.66E+00,2.56E+00,3.53E+00,2.41E+00,9.11E-01,9.66E-01
CG13560,0.00E+00,0.00E+00,1.58E-02,2.08E-01,5.36E-02,5.49E-02,3.35E-02,2.37E-02,9.58E-02,8.99E-01,3.60E+00,4.56E+00
CG13561,1.58E-02,2.64E-01,3.22E-01,1.27E-01,7.16E-02,3.30E-02,3.38E-02,3.17E-02,3.84E-02,8.06E-02,5.35E-02,6.98E-02
CG13562,1.34E+02,3.36E+01,3.97E+01,4.81E+01,4.71E+01,4.71E+01,3.71E+01,2.91E+01,2.59E+01,3.41E+01,5.97E+01,5.68E+01
CG13563,8.93E-02,1.43E-01,1.51E-01,1.79E-01,2.00E-01,1.21E-01,2.85E-01,3.54E-01,2.98E-01,2.17E-01,2.20E-01,2.47E-01
CG13564,0.00E+00,0.00E+00,5.15E-02,1.52E-01,3.70E-02,2.28E-01,3.22E-01,3.81E-01,4.20E-01,2.30E-01,1.79E-01,2.45E-01
CG13565,3.57E-02,6.98E-01,1.68E+00,7.30E-01,7.83E-01,7.86E-01,9.46E-01,5.45E-01,4.95E-01,6.54E-01,1.85E+00,2.34E+00
CG13566,0.00E+00,1.26E-02,5.35E-03,0.00E+00,2.20E-02,1.08E-01,2.43E-01,3.01E-01,6.15E-01,6.02E-01,1.46E-01,1.63E-01
CG13567,8.91E+00,3.41E+00,1.08E+01,9.83E+00,1.07E+01,9.91E+00,1.09E+01,6.17E+00,5.89E+00,5.04E+00,3.92E+00,4.74E+00
CG13568,1.97E-01,2.65E-01,3.60E-01,3.01E-01,3.06E-01,1.91E-01,3.54E-01,3.13E-01,3.31E-01,1.83E-01,2.23E-01,3.06E-01
CG13575,0.00E+00,1.54E-02,2.97E-02,2.13E-02,3.55E-02,2.18E-01,3.11E-01,2.36E-01,5.38E-01,6.03E-01,7.58E-01,1.07E+00
CG13577,0.00E+00,0.00E+00,1.07E-02,3.89E-03,0.00E+00,4.50E-02,4.10E-02,4.85E-02,7.63E-02,6.42E-02,8.46E-02,1.42E-01
CG13578,5.64E-03,0.00E+00,1.02E-01,4.42E-02,1.27E-02,5.33E-02,1.75E-01,2.20E-01,4.97E-01,8.03E-01,6.86E-01,6.04E-01
CG13579,0.00E+00,1.21E-03,1.01E-03,0.00E+00,4.89E-04,8.02E-04,9.41E-04,1.82E-02,7.31E-02,1.60E-01,1.56E-01,1.81E-01
CG1358,1.02E+00,2.60E-01,1.89E-01,1.72E-01,1.48E-01,1.17E-01,2.47E-01,1.24E-01,3.49E-01,5.80E-01,8.41E-01,9.85E-01
CG13581,0.00E+00,7.15E-02,1.60E-02,1.78E-02,3.08E-02,1.11E-01,1.69E-01,9.23E-02,3.61E-02,4.02E-02,2.25E-02,8.02E-03
CG13585,5.45E+00,6.83E+00,4.60E+00,9.13E+00,1.39E+01,3.19E+01,2.75E+01,3.36E+01,3.25E+01,3.00E+01,2.16E+01,2.30E+01
CG13587,2.10E-01,2.94E-01,2.41E-01,2.44E-01,3.13E-01,3.89E-01,2.97E-01,1.17E-01,2.42E-01,4.39E-01,5.08E-01,5.77E-01
CG13589,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.07E-02,4.20E-02,2.94E-02,3.14E-02
CG13590,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.75E-03,2.71E-02,2.91E-02
CG13594,2.47E-02,6.91E-02,2.88E-02,3.31E-02,9.59E-02,3.20E-01,4.10E-01,7.40E-01,1.16E+00,1.44E+00,1.29E+00,1.53E+00
CG13597,1.75E-01,2.11E-01,1.53E-01,1.10E-01,9.24E-02,2.92E-02,7.40E-02,2.25E-02,2.83E-02,3.97E-02,4.40E-02,5.14E-02
CG13599,1.23E+01,2.42E+01,2.99E+01,1.03E+01,9.78E+00,6.49E+00,4.66E+00,2.36E+00,2.28E+00,1.24E+00,1.46E+00,2.85E+00
CG1360,5.25E+00,3.43E+00,2.47E+00,2.99E+00,2.87E+00,2.16E+00,2.08E+00,8.44E-01,8.46E-01,5.57E-01,1.23E+00,1.13E+00
CG13601,2.56E+01,1.07E+01,5.60E+00,5.52E+00,6.56E+00,7.54E+00,6.27E+00,6.97E+00,6.36E+00,6.25E+00,1.25E+01,9.91E+00
CG13602,1.19E-02,5.66E-02,4.40E-02,3.52E-02,1.36E-02,2.79E-02,2.18E-02,1.80E-02,5.40E-03,4.59E-02,4.45E-02,7.93E-02
CG13603,1.83E+01,6.96E+00,1.57E+01,1.25E+01,1.20E+01,1.68E+01,1.13E+01,6.78E+00,6.88E+00,8.05E+00,6.40E+00,7.79E+00
CG13604,2.50E+00,2.46E+00,4.12E+00,6.08E+00,5.46E+00,4.63E+00,4.93E+00,3.33E+00,3.35E+00,2.71E+00,2.23E+00,3.17E+00
CG13605,2.58E+01,1.63E+01,1.79E+01,1.41E+01,1.03E+01,9.67E+00,8.06E+00,7.06E+00,6.05E+00,6.03E+00,4.34E+00,4.51E+00
CG13606,5.30E-03,1.41E-02,1.15E-02,6.60E-02,1.07E-01,1.31E-01,2.23E-01,5.36E-01,2.65E+00,3.68E+00,1.05E+00,1.41E+00
CG13607,1.34E-02,7.53E-03,3.14E-02,4.58E-02,5.31E-02,1.46E-01,7.31E-02,4.20E-01,2.85E+00,7.14E+00,3.97E+00,5.22E+00
CG13609,2.74E+00,1.83E+00,1.55E+00,8.79E-01,1.04E+00,8.36E-01,8.59E-01,2.89E-01,4.78E-01,2.37E-01,2.53E-01,2.99E-01
CG13611,3.65E-03,4.16E-03,4.63E-02,1.60E-01,1.84E-01,5.16E-02,6.40E-02,5.19E-02,5.12E-02,4.72E-02,6.84E-02,1.09E-01
CG13613,0.00E+00,2.44E-02,1.22E-02,6.28E-02,5.20E-02,6.60E-01,1.29E+00,1.65E-01,8.27E-03,1.62E-02,0.00E+00,0.00E+00
CG13614,1.06E-02,5.16E-03,5.38E-03,1.31E-01,2.31E-01,2.95E+00,4.72E+00,1.30E+00,9.79E-01,9.43E-01,7.58E-02,8.84E-02
CG13615,6.10E-03,7.87E-03,2.06E-02,1.67E-01,3.39E-01,1.35E+00,1.88E+00,5.03E-01,5.02E-02,7.75E-02,7.55E-03,3.97E-02
CG13616,8.27E-03,3.76E-02,3.35E-02,5.89E-01,1.09E+00,1.74E+01,1.42E+01,3.59E+00,3.40E-01,2.00E-01,7.24E-02,1.33E-01
CG13617,1.16E-02,3.79E-01,1.27E+00,8.77E-01,8.34E-01,9.26E-01,9.94E-01,3.75E-01,2.51E-01,2.63E-01,1.19E-01,9.49E-02
CG13618,2.23E-02,3.43E-02,2.60E-02,4.09E-02,5.67E-02,2.44E-01,2.40E-01,6.73E-01,5.99E+00,2.84E+01,2.49E+00,4.85E+00
CG13622,3.62E-02,1.64E-01,2.20E-01,9.49E-01,2.33E+00,9.85E+00,5.65E+00,8.26E-01,1.26E-01,1.74E-01,1.34E-01,1.10E-01
CG13623,4.15E+00,4.84E+00,5.47E+00,4.73E+00,3.58E+00,6.55E+00,4.18E+00,4.13E+00,4.43E+00,4.65E+00,6.05E+00,5.02E+00
CG13624,1.82E+00,6.34E-01,1.56E+00,1.32E+00,1.27E+00,2.03E+00,3.77E+00,2.71E+00,3.08E+00,3.50E+00,3.20E+00,4.02E+00
CG13625,2.10E+01,1.87E+01,1.56E+01,1.24E+01,9.56E+00,7.90E+00,6.96E+00,4.73E+00,3.73E+00,3.64E+00,2.60E+00,2.95E+00
CG13627,1.15E-01,1.74E-01,1.23E-01,3.38E-01,5.66E-01,1.86E+00,6.63E+00,5.47E+01,3.18E+01,2.92E+00,1.50E-01,2.48E-01
CG13630,2.23E+01,5.12E+00,3.17E+00,4.54E+00,6.50E+00,1.47E+01,1.32E+01,1.42E+01,1.08E+01,8.83E+00,9.56E+00,9.06E+00
CG13631,1.13E+00,8.34E-01,4.86E-01,2.39E+00,4.37E+00,2.55E+01,8.18E+01,1.20E+02,3.08E+01,1.99E+01,4.14E+00,4.90E+00
CG13634,2.47E-02,2.33E-02,1.65E-02,5.16E-02,1.46E-01,5.78E-01,1.26E+00,6.63E+00,3.32E+00,7.76E-01,8.68E-02,1.08E-01
CG13636,2.33E-03,1.96E-02,4.62E-02,1.82E-02,5.02E-02,2.93E-02,7.25E-02,3.12E-01,1.65E+00,3.55E+00,3.16E+00,3.60E+00
CG13639,1.61E-02,7.74E-03,3.27E-02,3.18E-02,3.68E-02,7.68E-02,1.05E-01,6.19E-02,1.61E-01,9.25E-01,7.90E-01,9.97E-01
CG13640,0.00E+00,6.79E-02,1.69E-02,2.67E-01,6.73E-01,5.68E+00,5.16E+00,5.01E-01,8.75E-02,7.69E-01,3.90E+00,5.78E+00
CG13641,3.36E-02,3.73E-02,5.53E-02,7.75E-01,2.59E+00,1.14E+01,5.78E+00,1.45E+00,1.65E+00,2.68E+01,5.75E+01,3.65E+01
CG13643,1.38E-02,2.88E-02,1.96E-02,4.03E-02,7.79E-02,1.93E-01,2.39E-01,1.40E+00,6.59E+00,1.08E+01,3.62E+00,4.23E+00
CG13646,1.00E-03,9.85E-02,5.06E-02,1.27E-02,4.02E-02,3.25E-02,7.86E-02,1.20E-02,1.16E-02,2.83E-02,9.89E-03,3.34E-02
CG13650,2.98E-02,4.36E-02,1.44E-01,2.01E-01,2.28E-01,2.71E-01,5.69E-01,5.00E-01,1.09E+00,1.27E+00,1.68E+00,2.19E+00
CG13653,2.20E-01,2.88E+00,1.71E+00,7.41E-01,2.59E-01,1.03E-01,7.07E-02,1.77E-02,1.33E-02,2.61E-02,9.11E-03,4.54E-02
CG13654,3.09E-02,3.82E-01,9.43E-01,1.25E+00,1.03E+00,1.34E+00,1.98E+00,3.46E+00,3.24E+00,2.99E+00,2.13E+00,2.35E+00
CG13658,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.11E-03,2.49E-02,2.46E-02,7.51E-02,1.95E-01,1.49E+00,1.90E+00
CG13659,2.57E-03,8.63E-03,5.42E-02,1.26E-02,4.22E-02,6.17E-02,1.32E-01,1.64E-01,3.69E-01,1.35E+00,5.51E+00,8.88E+00
CG13663,1.36E+00,1.76E+00,3.05E+00,3.46E+00,3.01E+00,3.15E+00,3.32E+00,2.38E+00,3.64E+00,4.14E+00,3.00E+00,3.71E+00
CG13667,4.24E+00,6.36E+00,7.04E+00,5.92E+00,5.33E+00,5.86E+00,5.05E+00,2.87E+00,2.52E+00,1.90E+00,2.79E+00,3.26E+00
CG13670,4.90E-03,4.41E-02,1.88E-02,4.80E-03,5.56E-03,4.56E-03,0.00E+00,9.35E-02,3.44E-01,2.64E-01,4.22E-02,6.05E-02
CG13671,9.70E+00,2.53E+00,5.32E+00,4.69E+00,4.11E+00,4.54E+00,3.21E+00,2.08E+00,2.02E+00,1.57E+00,9.64E-01,1.28E+00
CG13674,1.11E-01,1.94E-01,5.41E-02,5.94E-02,2.64E-01,1.51E-01,1.03E-01,3.72E+00,4.10E+01,2.12E+02,5.39E+00,5.59E+00
CG13675,7.31E-03,3.32E-02,9.08E-02,4.73E-02,8.33E-02,4.37E-02,4.16E-02,3.30E-01,4.69E+00,9.71E+00,3.42E-01,6.19E-01
CG13676,1.27E-01,7.96E-02,1.16E-01,2.93E-01,2.76E-01,7.35E-01,2.05E+00,5.65E+00,2.19E+01,1.36E+01,1.53E+00,2.19E+00
CG13678,1.87E-01,3.10E-01,5.02E-02,7.35E-02,2.99E-01,5.69E-01,2.33E-01,5.87E+00,7.02E+01,2.90E+02,8.02E+00,9.13E+00
CG13679,1.61E-01,8.97E-01,2.88E-01,3.01E-01,6.22E-01,5.01E-01,2.56E-01,4.78E+00,5.62E+01,2.93E+02,8.55E+00,8.85E+00
CG1368,7.42E-01,5.44E-01,3.01E-01,5.06E-01,1.08E+00,2.93E+00,4.88E+00,4.97E+01,2.51E+02,4.41E+02,3.50E+02,2.41E+02
CG13685,3.11E-03,6.99E-03,0.00E+00,3.08E-03,7.05E-03,1.16E-02,2.87E-02,5.31E-02,6.71E-02,1.05E-01,1.40E-01,2.25E-01
CG13689,1.79E+00,4.67E+00,9.35E+00,6.72E+00,7.97E+00,9.95E+00,9.03E+00,2.28E+00,2.83E+00,2.17E+00,1.85E+00,3.39E+00
CG13690,2.76E+01,3.37E+01,4.20E+01,2.29E+01,1.46E+01,8.72E+00,4.00E+00,2.36E+00,1.76E+00,1.08E+00,6.66E-01,1.05E+00
CG13692,0.00E+00,1.16E-01,3.34E-01,3.12E-01,5.91E-01,5.44E-01,8.69E-01,4.41E-01,1.03E+00,6.98E-01,4.69E-01,5.04E-01
CG13693,1.36E+00,1.68E+00,2.88E+00,2.65E+00,1.89E+00,5.26E-01,1.53E+00,1.32E+00,9.38E-01,3.56E-01,1.06E+00,9.37E-01
CG13694,2.72E-02,4.93E-02,1.35E-01,1.85E-01,2.18E-01,5.34E-01,1.03E+00,3.54E-01,1.72E+00,3.28E+00,6.45E-01,6.05E-01
CG13698,1.08E+00,1.58E-01,4.03E-02,1.19E-01,1.94E-01,2.15E+00,4.66E+00,2.50E+00,1.36E+00,8.21E-01,6.28E-01,7.58E-01
CG13699,5.99E-03,6.74E-03,1.00E-02,1.47E-02,4.08E-02,5.96E-02,3.03E-01,2.90E+00,3.60E+00,7.37E-01,1.19E-01,1.81E-01
CG13700,0.00E+00,2.04E-02,2.22E-02,1.78E-02,2.40E-02,1.41E-02,1.54E-02,6.08E-03,1.36E-02,8.04E-03,0.00E+00,0.00E+00
CG13704,1.03E-01,1.42E-01,2.14E-01,1.80E+00,4.01E+00,8.49E+00,1.00E+01,1.74E+01,3.00E+01,4.15E+01,3.27E+01,3.87E+01
CG13705,5.55E-01,4.61E-01,7.87E-01,1.03E+00,1.20E+00,3.15E+00,6.37E+00,1.07E+01,2.82E+01,4.79E+02,7.73E+02,5.46E+02
CG13707,4.67E-03,4.96E-02,2.81E-02,3.83E-02,7.17E-02,2.65E-01,6.41E-01,8.98E-01,8.64E-01,2.80E-01,9.68E-02,2.12E-01
CG13708,3.03E-03,1.85E-01,1.98E-01,6.71E-02,8.82E-02,1.97E-01,3.51E-01,5.75E-01,6.80E-01,7.53E-01,3.18E-01,3.50E-01
CG1371,2.45E+01,1.91E+01,2.83E+01,2.83E+01,2.74E+01,2.84E+01,3.02E+01,2.72E+01,2.12E+01,1.28E+01,9.17E+00,9.18E+00
CG13711,2.67E+00,2.24E+01,3.40E-01,2.91E-02,1.36E-01,5.73E-02,1.01E-01,2.78E-02,6.66E-02,4.07E-02,2.29E-02,1.22E-01
CG13712,3.90E+00,1.32E+01,6.98E-01,7.59E-02,6.33E-02,2.37E-01,3.88E-02,8.98E-02,7.06E-02,7.91E-02,0.00E+00,9.86E-02
CG13713,6.67E+00,3.42E+01,1.59E+00,2.77E-01,4.13E-01,2.01E-01,1.45E-01,1.67E-01,9.01E-02,3.05E-01,4.12E-02,3.82E-01
CG13716,1.39E+00,2.13E+00,5.75E-02,0.00E+00,0.00E+00,5.38E-02,4.71E-02,4.92E-02,1.26E-01,4.12E-02,1.15E-01,2.08E-01
CG13720,0.00E+00,0.00E+00,1.15E-02,2.08E-02,0.00E+00,4.54E-02,1.43E-01,1.94E-01,1.39E-01,2.59E-02,2.41E-02,2.15E-02
CG13721,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.16E-02,2.59E-02,3.38E-02,2.79E-02,9.12E-01,6.02E+00,7.82E+00,7.72E+00
CG13722,4.10E-03,2.25E-02,1.27E-02,2.67E-02,6.92E-02,2.04E-01,3.70E-01,6.56E-01,2.94E+00,9.56E+00,1.32E+01,1.08E+01
CG13723,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.73E-02,3.84E-04,2.77E-02,7.01E-02,2.35E-02,0.00E+00,1.16E-02
CG13724,0.00E+00,0.00E+00,3.08E-03,0.00E+00,0.00E+00,3.01E-02,1.09E-01,7.19E-02,4.16E-03,8.17E-03,1.14E-02,1.63E-02
CG13725,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
CG13727,2.65E-02,4.14E-02,5.29E-01,5.43E-02,5.80E-02,7.52E-02,2.42E-01,1.50E+00,4.07E+00,6.23E+00,2.50E+00,2.96E+00
CG13728,8.43E-03,8.51E-02,3.19E-01,8.09E-01,8.34E-01,3.79E-01,2.29E-01,1.72E-01,6.98E-01,7.26E-01,7.27E-02,6.44E-02
CG13731,1.06E+00,9.15E-01,3.23E-01,3.12E-01,1.51E+00,5.16E-01,6.51E-01,4.08E+01,2.59E+02,3.23E+02,4.29E+02,3.02E+02
CG13733,0.00E+00,3.03E-02,1.99E-02,2.63E-02,1.12E-01,7.53E-02,6.38E-02,1.35E-02,2.21E-02,8.36E-02,4.17E-02,1.43E-01
CG13737,2.44E-02,3.79E-02,4.38E-02,1.63E-01,4.14E-01,2.66E+00,6.49E+00,9.61E+00,1.27E+01,4.56E+00,5.82E-01,7.45E-01
CG13738,7.07E-01,8.36E-01,2.69E-01,1.56E-01,1.06E+00,1.75E+00,6.53E-01,5.48E+00,8.06E+01,4.85E+02,4.95E+02,3.55E+02
CG13739,2.01E-03,1.36E-02,8.66E-02,2.76E-01,1.74E-01,6.36E-02,4.52E-02,4.90E-02,8.69E-02,1.31E-01,1.37E-01,1.46E-01
CG13741,4.31E+01,2.36E+00,1.23E+00,1.05E+00,1.86E+00,2.35E+00,3.23E+00,9.12E-01,7.52E-01,8.08E-01,1.27E+00,2.28E+00
CG13742,3.67E+00,5.67E+00,6.33E+00,4.91E+00,4.29E+00,1.44E+00,2.26E+00,8.07E-01,9.35E-01,3.87E-01,1.17E+00,1.43E+00
CG13743,2.02E-03,4.12E-02,2.37E-02,4.80E-03,6.31E-03,7.54E-03,2.47E-02,7.55E-02,2.76E-01,6.01E-01,8.76E-01,1.21E+00
CG13744,0.00E+00,2.95E-02,9.01E-02,1.64E-01,1.31E-01,1.77E-01,2.82E-01,1.17E-01,6.04E-02,5.38E-02,5.03E-02,2.77E-02
CG13747,6.11E-03,1.36E-02,5.70E-02,1.37E-01,8.12E-02,1.75E-01,8.44E-02,9.80E-02,6.02E-02,5.33E-03,7.55E-03,0.00E+00
CG13748,2.11E-02,1.19E-02,7.05E-03,2.07E-02,4.80E-02,3.25E-01,3.69E-01,2.99E+00,1.95E+00,1.06E+00,1.38E+00,1.43E+00
CG13749,6.62E-02,4.66E-01,1.01E+00,6.08E-01,3.90E-01,1.12E-01,1.27E-01,8.23E-02,5.87E-02,1.15E-01,4.61E-02,6.39E-02
CG13751,1.66E+01,2.84E+01,2.89E+01,1.92E+01,2.07E+01,2.20E+01,1.65E+01,1.01E+01,8.88E+00,9.49E+00,9.02E+00,1.17E+01
CG13759,4.92E-02,3.23E-02,4.04E-02,3.12E-02,6.78E-02,9.84E-02,1.44E-01,5.70E-01,7.40E-01,1.07E+00,1.10E+00,1.19E+00
CG13760,1.38E+01,4.98E+00,2.37E+00,3.15E+00,5.03E+00,6.15E+00,4.53E+00,3.54E+00,3.19E+00,3.04E+00,3.94E+00,3.65E+00
CG13766,6.21E+00,1.31E+00,2.22E+00,2.55E+00,3.38E+00,2.13E+00,1.76E+00,9.94E-01,1.25E+00,1.10E+00,1.61E+00,1.89E+00
CG13771,1.09E-01,2.13E-02,9.69E-03,7.45E-02,2.70E-02,3.99E-02,6.77E-02,3.34E-02,2.15E-02,1.68E-02,3.52E-02,5.03E-02
CG13773,1.41E+01,7.11E+00,1.05E+01,1.11E+01,1.14E+01,1.23E+01,8.14E+00,3.41E+00,3.23E+00,3.09E+00,6.79E+00,6.41E+00
CG13775,1.72E+00,1.62E+00,3.90E+00,2.39E+00,1.86E+00,8.70E-01,1.10E+00,6.10E-01,6.12E-01,4.68E-01,3.49E-01,5.60E-01
CG13779,8.45E+01,1.78E+01,5.77E+01,5.51E+01,4.20E+01,3.18E+01,3.34E+01,1.52E+01,1.51E+01,1.17E+01,1.23E+01,1.54E+01
CG13784,3.82E+00,6.84E+00,1.85E+01,6.58E+00,4.68E+00,3.98E+00,4.53E+00,4.12E+00,5.43E+00,6.66E+00,4.03E+00,5.34E+00
CG13786,3.67E-03,1.24E-02,2.50E-02,5.73E-02,8.01E-02,6.24E-02,1.02E-01,9.95E-02,1.34E-01,7.13E-02,5.51E-02,1.12E-01
CG13791,1.86E-01,0.00E+00,3.11E-02,0.00E+00,2.81E-01,2.64E-01,4.45E-01,3.37E-01,6.08E-01,4.83E-01,2.71E-01,1.02E-01
CG13793,3.03E-03,3.39E-02,2.83E-02,3.85E-02,7.89E-02,7.04E-02,8.90E-02,3.34E-02,1.78E-01,1.76E-01,1.53E-01,1.98E-01
CG13794,0.00E+00,5.73E-03,1.36E-02,7.70E-02,2.30E-01,2.84E-01,3.43E-01,1.52E-01,4.26E-01,4.84E-01,3.19E-01,5.40E-01
CG13795,1.53E-02,1.01E-01,4.12E-01,3.53E+00,7.69E+00,5.64E+00,6.10E+00,7.63E-01,7.96E-01,5.33E-01,3.81E-01,4.97E-01
CG13796,1.09E-02,4.31E-02,3.29E-02,3.86E-01,7.78E-01,3.36E+00,4.27E+00,1.48E+00,1.36E+00,8.41E-01,3.64E-01,5.04E-01
CG13800,5.44E-01,1.19E+00,2.75E+00,3.26E+00,2.65E+00,1.64E+00,2.82E+00,3.46E+00,3.14E+00,3.49E+00,2.90E+00,3.26E+00
CG13800/CG33232/CG42669,2.65E+00,3.07E+00,3.27E+00,2.56E+00,2.16E+00,1.64E+00,2.38E+00,3.56E+00,3.45E+00,2.84E+00,1.88E+00,2.14E+00
CG13800/CG42669,2.57E+00,1.87E+00,1.96E+00,1.93E+00,1.67E+00,1.21E+00,1.91E+00,3.17E+00,2.63E+00,2.27E+00,1.80E+00,1.94E+00
CG13801,0.00E+00,0.00E+00,4.78E-03,1.05E-02,1.21E-02,3.33E-03,0.00E+00,0.00E+00,0.00E+00,6.97E-03,0.00E+00,0.00E+00
CG13806,1.33E-01,2.04E-01,3.06E-01,4.14E-01,1.01E+00,7.37E+00,9.20E+00,3.94E+01,4.20E+01,3.98E+01,1.43E+01,1.27E+01
CG13807,1.34E+01,2.63E+01,2.35E+01,1.74E+01,1.22E+01,1.41E+01,1.02E+01,9.00E+00,7.23E+00,7.19E+00,6.42E+00,4.38E+00
CG13810,4.30E-02,1.98E-01,5.08E-01,2.60E-01,2.44E-01,1.09E+00,1.92E+00,7.04E+00,8.03E+00,8.87E+00,2.67E+00,3.53E+00
CG13813,1.52E+00,2.15E-01,3.39E-01,3.59E-01,5.67E-01,9.30E-01,2.60E+00,1.07E+01,2.78E+01,1.33E+01,1.36E+00,2.10E+00
CG13814,6.81E-04,2.28E-03,1.09E-02,1.19E-02,1.54E-02,1.48E-02,3.58E-02,1.39E-01,3.34E-01,3.85E-01,3.92E-01,4.67E-01
CG13822,2.27E+01,1.69E+01,9.94E+00,2.48E+01,3.50E+01,5.67E+01,4.03E+01,2.44E+01,1.10E+01,6.02E+00,4.08E+00,5.10E+00
CG13827,2.29E+00,2.13E+00,3.41E+00,3.26E+00,3.38E+00,5.24E+00,4.69E+00,7.10E+00,6.25E+00,3.30E+00,1.64E+00,2.15E+00
CG13829,0.00E+00,1.83E-02,1.62E-02,0.00E+00,9.21E-03,0.00E+00,2.33E-02,0.00E+00,1.46E-02,1.48E-02,0.00E+00,0.00E+00
CG13830,4.69E-01,4.88E-01,2.57E-01,2.46E-01,6.11E-01,1.68E+00,1.90E+00,2.47E+00,4.13E+00,5.57E+00,7.93E+00,8.55E+00
CG13833,0.00E+00,1.87E-02,3.88E-02,1.60E-01,4.90E-01,6.74E-01,4.61E-01,2.61E-01,9.25E-02,3.14E-02,2.05E-02,8.78E-03
CG13836,3.47E-03,7.80E-03,0.00E+00,6.78E-03,2.19E-02,1.87E-03,5.05E-03,3.33E-02,7.40E-02,9.12E-02,6.27E-01,6.34E-01
CG13837,0.00E+00,0.00E+00,0.00E+00,3.33E-02,1.58E-01,9.81E-02,1.37E-01,1.03E-01,1.74E-01,5.79E-01,8.57E-01,1.20E+00
CG13838,0.00E+00,5.96E-02,1.40E-01,9.02E-01,1.64E+00,8.81E-01,3.18E-01,1.78E-02,0.00E+00,1.10E-01,0.00E+00,3.13E-02
CG13840,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.95E-03,4.47E-02,3.50E-02,3.51E-02,1.58E-02,9.06E-03,0.00E+00,0.00E+00
CG13841,0.00E+00,1.76E-02,5.75E-02,6.85E-02,2.65E-02,5.49E-02,1.40E-01,1.01E-01,1.27E-01,8.32E-02,5.80E-02,5.11E-02
CG13842,5.37E-03,0.00E+00,1.79E-02,7.88E-03,2.75E-02,3.12E-02,7.84E-02,2.74E-01,6.34E-01,9.72E-01,6.19E-01,6.14E-01
CG13843,3.54E+00,2.17E+00,3.66E+00,2.48E+00,2.49E+00,2.15E+00,1.92E+00,1.96E+00,1.22E+00,9.20E-01,8.54E-01,8.92E-01
